('Total Revenue', '1,765,485,215', '1,765,485,214', '1,765,485,213', '1,765,485,212', '1,765,485,209')
         163976 function calls (159127 primitive calls) in 1.233 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       18    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1488(_path_hooks)
       18    0.000    0.000    0.494    0.027 __init__.py:1(<module>)
       18    0.000    0.000    0.000    0.000 util.py:19(to_str)
       18    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1676(_fill_cache)
       18    0.000    0.000    0.000    0.000 <frozen zipimport>:68(__init__)
       17    0.000    0.000    0.000    0.000 _parser.py:303(checkgroupname)
       17    0.000    0.000    0.000    0.000 _parser.py:273(getuntil)
       17    0.000    0.000    0.000    0.000 typing.py:1443(__hash__)
       17    0.000    0.000    0.000    0.000 typing.py:1658(copy_with)
       17    0.000    0.000    0.000    0.000 ssl.py:972(_sslcopydoc)
       16    0.001    0.000    0.001    0.000 {built-in method builtins.eval}
       16    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       16    0.000    0.000    0.000    0.000 _compiler.py:410(_generate_overlap_table)
       16    0.000    0.000    0.000    0.000 enum.py:1737(_simple_enum)
       16    0.000    0.000    0.000    0.000 message.py:500(get)
       16    0.001    0.000    0.002    0.000 __init__.py:358(namedtuple)
       16    0.001    0.000    0.004    0.000 enum.py:1753(convert_class)
       15    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       15    0.000    0.000    0.000    0.000 <frozen _collections_abc>:815(__contains__)
       15    0.000    0.000    0.000    0.000 enum.py:807(__members__)
       15    0.000    0.000    0.000    0.000 __init__.py:205(_checkLevel)
       14    0.000    0.000    0.000    0.000 {built-in method time.time}
       14    0.000    0.000    0.000    0.000 __init__.py:820(__init__)
       14    0.000    0.000    0.001    0.000 hashlib.py:126(__get_openssl_constructor)
       14    0.000    0.000    0.000    0.000 typing.py:1634(__getitem__)
       13    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
       13    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       13    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
       13    0.000    0.000    0.000    0.000 <frozen _collections_abc>:979(update)
       13    0.000    0.000    0.000    0.000 <frozen posixpath>:53(normcase)
       13    0.000    0.000    0.000    0.000 enum.py:1456(<lambda>)
       13    0.000    0.000    0.000    0.000 threading.py:122(RLock)
       13    0.000    0.000    0.000    0.000 queue.py:177(get)
       12    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       12    0.000    0.000    0.000    0.000 enum.py:946(_get_mixins_)
       12    0.000    0.000    0.000    0.000 functools.py:686(_c3_merge)
       12    0.000    0.000    0.000    0.000 _parser.py:165(__delitem__)
       12    0.000    0.000    0.000    0.000 typing.py:3004(<genexpr>)
       12    0.000    0.000    0.000    0.000 message.py:535(get_all)
       12    0.000    0.000    0.000    0.000 client.py:1066(_output)
       12    0.000    0.000    0.000    0.000 retry.py:242(<genexpr>)
       12    0.000    0.000    0.000    0.000 queue.py:308(_put)
       12    0.000    0.000    0.000    0.000 queue.py:311(_get)
       12    0.000    0.000    0.000    0.000 cookies.py:117(info)
       12    0.000    0.000    0.000    0.000 queue.py:137(put)
       12    0.000    0.000    0.000    0.000 enum.py:987(_find_data_type_)
     12/1    0.000    0.000    0.000    0.000 functools.py:713(_c3_mro)
       12    0.000    0.000    0.000    0.000 enum.py:1459(_missing_)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       11    0.000    0.000    0.000    0.000 typing.py:2204(<genexpr>)
       10    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
       10    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       10    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       10    0.000    0.000    0.000    0.000 _parser.py:264(getwhile)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
       10    0.000    0.000    0.000    0.000 connection.py:459(<genexpr>)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1228(deepvalues)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1754(__iter__)
       10    0.000    0.000    0.000    0.000 structures.py:40(__init__)
       10    0.001    0.000    0.003    0.000 enum.py:898(_convert_)
       10    0.000    0.000    0.000    0.000 client.py:1294(putheader)
       10    0.000    0.000    0.000    0.000 connection.py:410(putheader)
        9    0.000    0.000    0.000    0.000 __init__.py:2129(getLogger)
        9    0.000    0.000    0.000    0.000 __init__.py:1478(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:185(__new__)
        9    0.000    0.000    0.000    0.000 url.py:330(_idna_encode)
        9    0.000    0.000    0.000    0.000 typing.py:1256(_generic_init_subclass)
        9    0.000    0.000    0.000    0.000 __init__.py:1362(getLogger)
        8    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        8    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        8    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
        8    0.000    0.000    0.000    0.000 functools.py:66(wraps)
        8    0.000    0.000    0.000    0.000 message.py:602(get_content_type)
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        8    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
        8    0.000    0.000    0.000    0.000 utils.py:1035(_validate_header_part)
        8    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:1410(_fixupParents)
        7    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        7    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        7    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        7    0.000    0.000    0.000    0.000 typing.py:2073(__init__)
        7    0.000    0.000    0.000    0.000 contextlib.py:276(contextmanager)
        7    0.000    0.000    0.002    0.000 typing.py:2979(_make_nmtuple)
        7    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        7    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
        7    0.000    0.000    0.000    0.000 utils.py:335(to_key_val_list)
        7    0.000    0.000    0.000    0.000 _internal_utils.py:25(to_native_string)
        7    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
        7    0.000    0.000    0.000    0.000 typing.py:2054(__new__)
        7    0.000    0.000    0.000    0.000 typing.py:2199(__init_subclass__)
        6    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        6    0.000    0.000    0.000    0.000 enum.py:936(_check_for_existing_members_)
        6    0.000    0.000    0.000    0.000 enum.py:346(__init__)
        6    0.000    0.000    0.000    0.000 enum.py:1220(_add_alias_)
        6    0.000    0.000    0.000    0.000 __init__.py:164(match)
        6    0.000    0.000    0.000    0.000 enum.py:484(__prepare__)
        6    0.000    0.000    0.000    0.000 functools.py:871(_is_valid_dispatch_type)
        6    0.000    0.000    0.000    0.000 typing.py:3112(_namedtuple_mro_entries)
        6    0.000    0.000    0.000    0.000 typing.py:1757(<genexpr>)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        6    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        6    0.000    0.000    0.000    0.000 message.py:626(get_content_maintype)
        6    0.000    0.000    0.000    0.000 fnmatch.py:19(fnmatch)
        6    0.000    0.000    0.000    0.000 connection.py:169(host)
        6    0.000    0.000    0.000    0.000 fnmatch.py:64(fnmatchcase)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
        6    0.000    0.000    0.000    0.000 cookiejar.py:885(__init__)
        6    0.000    0.000    0.000    0.000 cookies.py:110(__init__)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1262(__init__)
        6    0.000    0.000    0.000    0.000 utils.py:214(<genexpr>)
        6    0.000    0.000    0.000    0.000 cookies.py:124(extract_cookies_to_jar)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1681(extract_cookies)
        6    0.000    0.000    0.000    0.000 utils.py:733(set_environ)
        6    0.000    0.000    0.000    0.000 enum.py:965(_find_data_repr_)
        6    0.000    0.000    0.000    0.000 enum.py:1014(_find_new_)
        6    0.000    0.000    0.002    0.000 typing.py:2998(__new__)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1600(make_cookies)
        5    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        5    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        5    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        5    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        5    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x105724e00}
        5    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        5    0.000    0.000    0.000    0.000 _compiler.py:394(_bytes_to_codes)
        5    0.000    0.000    0.000    0.000 <frozen posixpath>:42(_get_sep)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:827(items)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:850(__init__)
        5    0.000    0.000    0.000    0.000 functools.py:867(_is_union_type)
        5    0.000    0.000    0.000    0.000 types.py:334(__getattr__)
        5    0.000    0.000    0.000    0.000 typing.py:2528(get_origin)
        5    0.000    0.000    0.000    0.000 __init__.py:931(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:1221(<genexpr>)
        5    0.000    0.000    0.000    0.000 __init__.py:899(_addHandlerRef)
        5    0.000    0.000    0.000    0.000 timeout.py:227(connect_timeout)
        5    0.000    0.000    0.000    0.000 parse.py:845(__getattr__)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        5    0.000    0.000    0.000    0.000 timeout.py:126(resolve_default_timeout)
        5    0.000    0.000    0.000    0.000 response.py:786(release_conn)
        5    0.000    0.000    0.207    0.041 models.py:890(content)
        5    0.000    0.000    0.000    0.000 url.py:227(_encode_invalid_chars)
        5    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        5    0.000    0.000    0.001    0.000 request.py:2495(getproxies_environment)
        5    0.000    0.000    0.000    0.000 <frozen posixpath>:229(expanduser)
        5    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
        4    0.000    0.000    0.000    0.000 {built-in method maketrans}
        4    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        4    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        4    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        4    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        4    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:945(pop)
        4    0.000    0.000    0.000    0.000 enum.py:795(__iter__)
        4    0.000    0.000    0.000    0.000 functools.py:1001(__set_name__)
        4    0.000    0.000    0.000    0.000 functools.py:995(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:1665(__subclasscheck__)
        4    0.000    0.000    0.000    0.000 warnings.py:188(_add_filter)
        4    0.000    0.000    0.000    0.000 typing.py:806(Optional)
        4    0.000    0.000    0.000    0.000 typing.py:553(__repr__)
        4    0.000    0.000    0.000    0.000 warnings.py:170(simplefilter)
        4    0.000    0.000    0.000    0.000 typing.py:1374(__instancecheck__)
        4    0.000    0.000    0.000    0.000 __init__.py:1308(append)
        4    0.000    0.000    0.000    0.000 feedparser.py:126(__iter__)
        4    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        4    0.000    0.000    0.000    0.000 message.py:150(__init__)
        4    0.000    0.000    0.000    0.000 feedparser.py:123(pushlines)
        4    0.000    0.000    0.001    0.000 feedparser.py:178(_call_parse)
        4    0.000    0.000    0.000    0.000 message.py:211(is_multipart)
        4    0.000    0.000    0.006    0.001 ssl.py:399(__new__)
        4    0.000    0.000    0.000    0.000 timeout.py:188(clone)
        4    0.000    0.000    0.000    0.000 response.py:494(<genexpr>)
        4    0.000    0.000    0.000    0.000 connectionpool.py:346(_get_timeout)
        4    0.006    0.001    0.006    0.001 {built-in method _ssl.txt2obj}
        4    0.000    0.000    0.000    0.000 _request_methods.py:51(__init__)
        4    0.000    0.000    0.000    0.000 connection.py:347(is_closed)
        4    0.000    0.000    0.000    0.000 response.py:554(retries)
        4    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        4    0.000    0.000    0.000    0.000 cookies.py:358(update)
        4    0.000    0.000    0.000    0.000 utils.py:1024(check_header_validity)
        4    0.000    0.000    0.000    0.000 hooks.py:15(default_hooks)
        4    0.000    0.000    0.000    0.000 utils.py:828(select_proxy)
        4    0.000    0.000    0.000    0.000 functools.py:878(register)
        4    0.000    0.000    0.000    0.000 typing.py:2503(_strip_annotations)
        4    0.000    0.000    0.000    0.000 threading.py:281(__init__)
        4    0.000    0.000    0.000    0.000 parse.py:421(_checknetloc)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        4    0.000    0.000    0.000    0.000 typing.py:463(_eval_type)
        4    0.000    0.000    0.001    0.000 feedparser.py:218(_parsegen)
        4    0.000    0.000    0.000    0.000 parse.py:469(urlsplit)
        3    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        3    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        3    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        3    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:971(clear)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        3    0.000    0.000    0.010    0.003 <frozen importlib._bootstrap>:1375(_gcd_import)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:108(_check_methods)
        3    0.000    0.000    0.010    0.003 __init__.py:71(import_module)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        3    0.000    0.000    0.000    0.000 _parser.py:294(seek)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        3    0.000    0.000    0.000    0.000 typing.py:1105(__hash__)
        3    0.000    0.000    0.000    0.000 typing.py:1748(__getitem__)
        3    0.000    0.000    0.000    0.000 typing.py:1927(_get_protocol_attrs)
        3    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 typing.py:1230(<genexpr>)
        3    0.000    0.000    0.000    0.000 __init__.py:1498(debug)
        3    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:1683(addHandler)
        3    0.000    0.000    0.000    0.000 parse.py:1170(_splitport)
        3    0.000    0.000    0.000    0.000 __init__.py:2281(createLock)
        3    0.000    0.000    0.000    0.000 client.py:430(close)
        3    0.000    0.000    0.000    0.000 url.py:100(__new__)
        3    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
        3    0.000    0.000    0.033    0.011 response.py:1(<module>)
        3    0.005    0.002    0.005    0.002 {built-in method _scproxy._get_proxy_settings}
        3    0.000    0.000    0.000    0.000 _local.py:498(__init__)
        3    0.000    0.000    0.000    0.000 _local.py:505(__new__)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        3    0.000    0.000    0.006    0.002 request.py:2674(proxy_bypass)
        3    0.000    0.000    0.000    0.000 sessions.py:107(get_redirect_target)
        3    0.000    0.000    0.005    0.002 request.py:2660(proxy_bypass_macosx_sysconf)
        3    0.000    0.000    0.000    0.000 structures.py:76(copy)
        3    0.000    0.000    0.000    0.000 models.py:769(is_redirect)
        3    0.000    0.000    0.000    0.000 utils.py:764(get_proxy)
        3    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        3    0.000    0.000    0.000    0.000 _local.py:117(__init__)
        3    0.000    0.000    0.001    0.000 request.py:2569(_proxy_bypass_macosx_sysconf)
        3    0.000    0.000    0.000    0.000 typing.py:1599(__mro_entries__)
        3    0.000    0.000    0.000    0.000 __init__.py:1765(isEnabledFor)
        3    0.000    0.000    0.018    0.006 utils.py:1(<module>)
        3    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        3    0.000    0.000    0.000    0.000 cookies.py:542(merge_cookies)
        3    0.000    0.000    0.000    0.000 url.py:367(parse_url)
        3    0.000    0.000    0.006    0.002 utils.py:755(should_bypass_proxies)
      3/2    0.000    0.000    0.787    0.394 sessions.py:159(resolve_redirects)
        3    0.000    0.000    0.000    0.000 idna.py:179(encode)
        2    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 {method 'update' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 {method 'has_default' of 'typing.TypeVar' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        2    0.000    0.000    0.000    0.000 {built-in method posix._path_splitroot_ex}
        2    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x1058c04a0}
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        2    0.005    0.003    0.005    0.003 {method 'findall' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        2    0.000    0.000    0.000    0.000 enum.py:1722(global_enum)
        2    0.000    0.000    0.000    0.000 functools.py:844(dispatch)
        2    0.000    0.000    0.000    0.000 functools.py:189(total_ordering)
        2    0.000    0.000    0.000    0.000 <frozen genericpath>:48(isdir)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:345(__subclasshook__)
        2    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
        2    0.000    0.000    0.000    0.000 functools.py:767(is_related)
        2    0.000    0.000    0.000    0.000 functools.py:930(wrapper)
        2    0.000    0.000    0.000    0.000 weakref.py:427(__setitem__)
        2    0.000    0.000    0.000    0.000 client.py:261(__init__)
        2    0.000    0.000    0.000    0.000 feedparser.py:71(close)
        2    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        2    0.000    0.000    0.000    0.000 client.py:213(_read_headers)
        2    0.000    0.000    0.000    0.000 __init__.py:601(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:458(validate)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x105724040}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        2    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
        2    0.000    0.000    0.000    0.000 {built-in method select.poll}
        2    0.000    0.000    0.000    0.000 typing.py:1127(_is_typevar_like)
        2    0.000    0.000    0.000    0.000 typing.py:2371(cast)
        2    0.000    0.000    0.000    0.000 typing.py:1754(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:451(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        2    0.000    0.000    0.000    0.000 __init__.py:1302(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:265(_register_at_fork_reinit_lock)
        2    0.000    0.000    0.000    0.000 parse.py:536(urlunsplit)
        2    0.000    0.000    0.000    0.000 socket.py:782(close)
        2    0.000    0.000    0.001    0.000 client.py:231(_parse_header_lines)
        2    0.000    0.000    0.000    0.000 socket.py:491(_decref_socketios)
        2    0.000    0.000    0.000    0.000 feedparser.py:54(__init__)
        2    0.000    0.000    0.001    0.000 feedparser.py:173(feed)
        2    0.000    0.000    0.000    0.000 socket.py:497(_real_close)
        2    0.000    0.000    0.000    0.000 socket.py:694(__init__)
        2    0.000    0.000    0.000    0.000 client.py:1322(endheaders)
        2    0.000    0.000    0.001    0.001 socket.py:501(close)
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
        2    0.000    0.000    0.000    0.000 parse.py:175(port)
        2    0.000    0.000    0.001    0.000 parser.py:41(parse)
        2    0.000    0.000    0.001    0.001 client.py:245(parse_headers)
        2    0.000    0.000    0.000    0.000 client.py:949(_wrap_ipv6)
        2    0.000    0.000    0.001    0.000 parser.py:56(parsestr)
        2    0.000    0.000    0.000    0.000 client.py:442(flush)
        2    0.000    0.000    0.000    0.000 client.py:1269(_validate_method)
        2    0.000    0.000    0.000    0.000 client.py:1278(_validate_path)
        2    0.000    0.000    0.000    0.000 client.py:425(_close_conn)
        2    0.000    0.000    0.000    0.000 client.py:1265(_encode_request)
        2    0.000    0.000    0.000    0.000 parser.py:17(__init__)
        2    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
        2    0.000    0.000    0.000    0.000 request.py:142(set_file_position)
        2    0.000    0.000    0.000    0.000 ssl_.py:186(resolve_cert_reqs)
        2    0.000    0.000    0.000    0.000 parse.py:525(urlunparse)
        2    0.000    0.000    0.000    0.000 parse.py:875(quote)
        2    0.000    0.000    0.030    0.015 connection.py:1(<module>)
        2    0.000    0.000    0.000    0.000 retry.py:387(is_retry)
        2    0.000    0.000    0.122    0.061 connectionpool.py:1085(_validate_conn)
        2    0.000    0.000    0.000    0.000 ssl.py:677(verify_mode)
        2    0.000    0.000    0.000    0.000 ssl.py:669(verify_mode)
        2    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        2    0.000    0.000    0.000    0.000 retry.py:379(_is_method_retryable)
        2    0.000    0.000    0.000    0.000 message.py:489(items)
        2    0.000    0.000    0.000    0.000 timeout.py:202(start_connect)
        2    0.000    0.000    0.000    0.000 ssl.py:1225(send)
        2    0.000    0.000    0.000    0.000 url.py:349(_encode_target)
        2    0.000    0.000    0.000    0.000 _collections.py:240(__init__)
        2    0.000    0.000    0.000    0.000 fnmatch.py:38(_compile_pattern)
        2    0.000    0.000    0.000    0.000 response.py:388(__init__)
        2    0.000    0.000    0.000    0.000 _collections.py:93(__getitem__)
        2    0.000    0.000    0.000    0.000 connection.py:390(putrequest)
        2    0.000    0.000    0.000    0.000 _local.py:277(_raw_path)
        2    0.000    0.000    0.004    0.002 abc.py:1(<module>)
        2    0.000    0.000    0.001    0.000 poolmanager.py:319(connection_from_context)
        2    0.000    0.000    0.000    0.000 connectionpool.py:337(_validate_conn)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _scproxy._get_proxies}
        2    0.000    0.000    0.000    0.000 _local.py:237(_format_parsed_parts)
        2    0.000    0.000    0.000    0.000 poolmanager.py:344(connection_from_pool_key)
        2    0.000    0.000    0.000    0.000 __init__.py:691(__init__)
        2    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        2    0.000    0.000    0.000    0.000 _abc.py:130(with_segments)
        2    0.000    0.000    0.000    0.000 _local.py:289(drive)
        2    0.000    0.000    0.000    0.000 _local.py:298(root)
        2    0.000    0.000    0.000    0.000 _local.py:307(_tail)
        2    0.000    0.000    0.000    0.000 poolmanager.py:388(_merge_pool_kwargs)
        2    0.000    0.000    0.003    0.001 models.py:1(<module>)
        2    0.000    0.000    0.001    0.000 poolmanager.py:290(connection_from_host)
        2    0.000    0.000    0.000    0.000 sessions.py:799(mount)
        2    0.000    0.000    0.000    0.000 adapters.py:178(__init__)
        2    0.000    0.000    0.001    0.001 _collections.py:1(<module>)
        2    0.000    0.000    0.000    0.000 proxy.py:11(connection_requires_http_tunnel)
        2    0.000    0.000    0.001    0.000 glob.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1291(_cookies_for_request)
        2    0.000    0.000    0.000    0.000 _itertools.py:1(<module>)
        2    0.000    0.000    0.000    0.000 poolmanager.py:281(clear)
        2    0.000    0.000    0.000    0.000 calendar.py:101(__init__)
        2    0.000    0.000    0.000    0.000 request.py:2664(getproxies_macosx_sysconf)
        2    0.000    0.000    0.000    0.000 calendar.py:120(__init__)
        2    0.000    0.000    0.000    0.000 models.py:85(path_url)
        2    0.000    0.000    0.000    0.000 models.py:658(__init__)
        2    0.000    0.000    0.000    0.000 cookies.py:140(get_cookie_header)
        2    0.000    0.000    0.000    0.000 models.py:334(__init__)
        2    0.000    0.000    0.001    0.001 readers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:650(requote_uri)
        2    0.000    0.000    0.000    0.000 cookies.py:87(get_new_headers)
        2    0.000    0.000    0.000    0.000 sessions.py:781(get_adapter)
        2    0.000    0.000    0.001    0.000 request.py:2687(getproxies)
        2    0.000    0.000    0.006    0.003 utils.py:816(get_environ_proxies)
        2    0.000    0.000    0.000    0.000 structures.py:60(__len__)
        2    0.000    0.000    0.002    0.001 core.py:1(<module>)
        2    0.000    0.000    0.002    0.001 cookies.py:1(<module>)
        2    0.000    0.000    0.014    0.007 api.py:1(<module>)
        2    0.000    0.000    0.000    0.000 adapters.py:216(init_poolmanager)
        2    0.000    0.000    0.000    0.000 adapters.py:555(add_headers)
        2    0.000    0.000    0.000    0.000 utils.py:529(get_encoding_from_headers)
        2    0.000    0.000    0.000    0.000 adapters.py:513(close)
        2    0.000    0.000    0.000    0.000 hooks.py:22(dispatch_hook)
        2    0.000    0.000    0.000    0.000 adapters.py:116(__init__)
        2    0.000    0.000    0.000    0.000 models.py:610(prepare_cookies)
        2    0.000    0.000    0.000    0.000 adapters.py:373(build_connection_pool_key_attributes)
        2    0.000    0.000    0.000    0.000 ssl.py:1252(sendall)
        2    0.000    0.000    0.001    0.001 hashlib.py:82(__get_builtin_constructor)
        2    0.000    0.000    0.000    0.000 timeout.py:245(read_timeout)
        2    0.000    0.000    0.000    0.000 _local.py:257(_parse_path)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1357(add_cookie_header)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1735(clear_expired_cookies)
        2    0.000    0.000    0.000    0.000 utils.py:504(_parse_content_type_header)
        2    0.000    0.000    0.001    0.000 utils.py:207(get_netrc_auth)
